User-ID,ISBN,Book-Rating
11676,0345370775,8
11676,0345370805,4
11676,0345378482,7
11676,0345378490,9
11676,0345384369,6
11676,0345384377,6
11676,0345384466,9
11676,034538475X,6
11676,0345386108,10
11676,0345389417,7
11676,0345391055,9
11676,034540288X,10
11676,0345404475,8
11676,034540761X,8
11676,0345413873,5
11676,0345413881,10
11676,034541389X,6
11676,0345417623,10
11676,0345422317,8
11676,0345422392,6
11676,0345423291,8
11676,0345423615,4
11676,0345423879,3
11676,0345425707,7
11676,0345433491,8
11676,0345435168,3
11676,0345435249,9
11676,034543739X,10
11676,0345438329,6
11676,0345444884,9
11676,0345445848,6
11676,0345447832,7
11676,0345452550,10
11676,0345452577,7
11676,0345453387,8
11676,0345453816,8
11676,0345459202,8
11676,0345465083,7
11676,0373218036,9
11676,0373218192,8
11676,0373218397,8
11676,0373218400,5
11676,0373243790,10
11676,0373250185,8
11676,0373250193,5
11676,0373483503,10
11676,0373483880,10
11676,0373483899,10
11676,0373484232,10
11676,0374129983,5
11676,0374199698,9
11676,0374525641,10
11676,0375400117,9
11676,0375401601,7
11676,0375406530,5
11676,0375411070,8
11676,0375412530,4
11676,0375412824,9
11676,0375502238,7
11676,0375504397,3
11676,0375504613,9
11676,0375702709,7
11676,0375703055,7
11676,0375705171,8
11676,0375706410,8
11676,0375706771,6
11676,0375707972,9
11676,0375726403,7
11676,0375727345,7
11676,0375751513,9
11676,0375756981,4
11676,0375758992,10
11676,0375760911,6
11676,037582233X,9
11676,0380002930,5
11676,0380005239,10
11676,0380018179,6
11676,0380470845,9
11676,0380702843,10
11676,0380708213,7
11676,0380710218,8
11676,0380715430,7
11676,0380717018,5
11676,0380718332,9
11676,0380718340,10
11676,0380721643,1
11676,0380724979,10
11676,0380725584,10
11676,0380727501,7
11676,0380730200,8
11676,0380730847,7
11676,0380731851,6
11676,0380732661,8
11676,0380753006,8
11676,0380756293,6
11676,0380762560,8
11676,0380774933,10
11676,0380789019,7
11676,0380792028,6
11676,0380794470,10
11676,0380794489,7
11676,038079487X,10
11676,0380804387,6
11676,0380807343,8
11676,0380808080,4
11676,0380812029,8
11676,0380812037,6
11676,0380813815,5
11676,0380819171,8
11676,0380820293,8
11676,0380820854,5
11676,0380896931,10
11676,038089968X,10
11676,0380973650,7
11676,0380978407,8
11676,0385199570,8
11676,0385265700,7
11676,0385306032,7
11676,038531258X,7
11676,038531292X,10
11676,0385315309,10
11676,0385317093,8
11676,0385319207,9
11676,0385335482,10
11676,0385335490,9
11676,038533558X,9
11676,0385335830,8
11676,0385335881,8
11676,0385336179,7
11676,038533656X,9
11676,0385337639,10
11676,0385416342,7
11676,038542017X,8
11676,038542471X,10
11676,0385424736,8
11676,0385472951,10
11676,0385474016,10
11676,0385479565,10
11676,0385482388,9
11676,0385484518,9
11676,038548951X,9
11676,0385490445,7
11676,038549081X,9
11676,0385493800,8
11676,0385498721,9
11676,038550120X,10
11676,0385503822,8
11676,0385504209,9
11676,0385504470,7
11676,0385505833,8
11676,0385508042,9
11676,0385511612,10
11676,0385512104,9
11676,0385720106,8
11676,0385721234,9
11676,0385722206,9
11676,0385722435,7
11676,0385729332,9
11676,0393319296,3
11676,0394558235,5
11676,039480001X,10
11676,0394800133,9
11676,0394800168,9
11676,0394800184,10
11676,0394820371,10
11676,0394900014,10
11676,039592720X,8
11676,0399133143,8
11676,0399142282,10
11676,0399144463,5
11676,0399145087,6
11676,039914613X,8
11676,0399146431,9
11676,0399148027,8
11676,0399148248,9
11676,039914840X,8
11676,0399148639,8
11676,0399149368,8
11676,0399149422,9
11676,0399149562,7
11676,0399149759,9
11676,0399151060,8
11676,0425092178,9
11676,0425098648,8
11676,0425100650,7
11676,042510687X,8
11676,0425107469,9
11676,042511774X,5
11676,0425118703,8
11676,0425119653,7
11676,042511984X,8
11676,0425121259,8
11676,0425122123,7
11676,0425132048,8
11676,0425133540,5
11676,042513525X,8
11676,0425136981,8
11676,0425137562,9
11676,0425142485,6
11676,0425147622,5
11676,0425148297,10
11676,0425153975,9
11676,0425154092,8
11676,0425157539,6
11676,0425158594,5
11676,0425158616,10
11676,042516098X,5
11676,0425161242,8
11676,0425162443,6
11676,0425163407,8
11676,0425166619,6
11676,0425167313,8
11676,042516828X,8
11676,0425169863,8
11676,0425170349,8
11676,0425173895,7
11676,0425178765,8
11676,0425179672,6
11676,0425180638,9
11676,042518286X,5
11676,0425182878,9
11676,0425183971,8
11676,0425184056,8
11676,0425184943,8
11676,042518630X,10
11676,0425187144,8
11676,0425188787,8
11676,0425189031,9
11676,0425192725,9
11676,0439064864,10
11676,0439064872,8
11676,0439136369,9
11676,0439139597,8
11676,0439139600,10
11676,043936213X,10
11676,0439404371,8
11676,0440111811,9
11676,0440122090,10
11676,0440146577,9
11676,0440173701,10
11676,0440174643,8
11676,0440176484,9
11676,0440177049,9
11676,0440180295,8
11676,0440185327,8
11676,0440186560,6
11676,0440193613,8
11676,0440195934,8
11676,0440200563,9
11676,0440200989,4
11676,0440201926,8
11676,044020352X,6
11676,0440203856,7
11676,0440204208,6
11676,0440204887,10
11676,0440205573,6
11676,0440207622,7
11676,0440208459,8
11676,0440209412,10
11676,0440211263,8
11676,044021145X,1
11676,0440213290,8
11676,0440213525,5
11676,0440213991,1
11676,0440214114,10
11676,0440215625,8
11676,0440217520,3
11676,044021873X,5
11676,0440219078,7
11676,044022103X,8
11676,0440221471,9
11676,0440221595,7
11676,0440222656,1
11676,0440224624,7
11676,0440224675,8
11676,0440224705,5
11676,0440224780,10
11676,0440224810,9
11676,0440225701,8
11676,0440225817,8
11676,0440225825,9
11676,0440226104,7
11676,0440226430,7
11676,0440234743,9
11676,0440235596,6
11676,0440236053,9
11676,0440236673,8
11676,0440236738,5
11676,044023722X,8
11676,0440237556,10
11676,0440241073,8
11676,0440406498,10
11676,0440487617,7
11676,0440498058,8
11676,0440940001,8
11676,0440967694,10
11676,044098761X,7
11676,0440995779,9
11676,0440998050,10
11676,0441003257,7
11676,0441004520,9
11676,0441009239,8
11676,0441172695,10
11676,0441627404,4
11676,0441790348,8
11676,0446322180,6
11676,0446343455,3
11676,0446356611,9
11676,0446360589,6
11676,0446363251,10
11676,0446363669,6
11676,0446364193,8
11676,0446364754,10
11676,0446365386,5
11676,0446391301,7
11676,044651652X,8
11676,044651862X,10
11676,0446519138,8
11676,0446520802,10
11676,0446525502,8
11676,0446525537,10
11676,0446527017,8
11676,0446527033,8
11676,0446527041,5
11676,0446527165,9
11676,0446527785,5
11676,0446527793,8
11676,0446531332,9
11676,0446532231,7
11676,0446532452,5
11676,0446601241,9
11676,0446602612,5
11676,0446602620,8
11676,0446603309,8
11676,0446603589,7
11676,0446603716,7
11676,0446604658,8
11676,0446604666,10
11676,0446604801,8
11676,0446604844,9
11676,0446605239,6
11676,0446605409,10
11676,0446606189,9
11676,0446606383,8
11676,0446607193,8
11676,0446607207,10
11676,0446607711,9
11676,0446608386,1
11676,0446608815,6
11676,0446608890,9
11676,0446608955,7
11676,0446609323,5
11676,0446609404,5
11676,0446610038,10
11676,0446610399,10
11676,0446610550,10
11676,0446611212,6
11676,0446611476,8
11676,0446611867,8
11676,044661193X,6
11676,0446612545,6
11676,0446612790,8
11676,0446613266,5
11676,0446670251,8
11676,0446672211,10
11676,0446675059,8
11676,0446676098,10
11676,0446679364,6
11676,0448095017,5
11676,0449003787,7
11676,0449005615,10
11676,0449005909,9
11676,0449006344,7
11676,0449006522,8
11676,0449006530,7
11676,0449203794,8
11676,0449207757,6
11676,0449212602,10
11676,0449213730,10
11676,0449216861,5
11676,0449219364,7
11676,0449219372,6
11676,0449221482,7
11676,0449221490,9
11676,0449223604,5
11676,0449910571,7
11676,0449911004,7
11676,0449912558,10
11676,0451132378,8
11676,0451153553,9
11676,0451156609,7
11676,0451157443,5
11676,0451162072,8
11676,0451166604,10
11676,0451167805,8
11676,0451168364,8
11676,0451168615,8
11676,0451169522,4
11676,0451169530,5
11676,0451172817,8
11676,0451177037,8
11676,0451180054,7
11676,0451180429,5
11676,0451184726,6
11676,0451184963,9
11676,0451188454,8
11676,0451190521,5
11676,0451197747,8
11676,0451200152,7
11676,0451201744,7
11676,0451204530,9
11676,0451208552,9
11676,0451402065,10
11676,0451403703,9
11676,0451454243,9
11676,0451526341,10
11676,0452264464,8
11676,0452266564,9
11676,0452268060,8
11676,0452269571,9
11676,0452278902,1
11676,0452279178,10
11676,0452282195,8
11676,0452282829,10
11676,0452283442,8
11676,0505523493,9
11676,051508901X,4
11676,0515102652,8
11676,0515103969,10
11676,0515107867,8
11676,0515109509,7
11676,0515112305,4
11676,051511605X,5
11676,051511992X,8
11676,0515120618,9
11676,0515121843,9
11676,051512219X,9
11676,0515122491,8
11676,0515122734,10
11676,0515124621,6
11676,0515126772,10
11676,0515127833,7
11676,0515128554,8
11676,0515131091,8
11676,0515132020,10
11676,0515132187,9
11676,051513287X,10
11676,0515133973,6
11676,0515134465,10
11676,0515135062,9
11676,0515136379,7
11676,0515136530,10
11676,0517149257,7
11676,0517577550,9
11676,0525946756,8
11676,0525946829,6
11676,0553210092,8
11676,0553212451,5
11676,0553213105,8
11676,055321313X,7
11676,0553213148,5
11676,0553265741,8
11676,0553268449,10
11676,0553268880,10
11676,0553272535,10
11676,0553272616,8
11676,0553275100,7
11676,0553277472,7
11676,0553278029,8
11676,0553278746,8
11676,0553279378,8
11676,0553279556,6
11676,0553280147,7
11676,0553280341,10
11676,0553280368,10
11676,0553280589,8
11676,0553284789,4
11676,0553289411,8
11676,0553290789,5
11676,0553294903,8
11676,0553296981,7
11676,0553297260,10
11676,0553560247,9
11676,055356160X,9
11676,0553562738,7
11676,055356451X,9
11676,055356773X,6
11676,0553569031,8
11676,0553569155,8
11676,0553569619,7
11676,0553569635,6
11676,0553569910,7
11676,0553571656,9
11676,055357227X,7
11676,055357230X,7
11676,0553572512,7
11676,0553572997,7
11676,0553573403,8
11676,0553573926,8
11676,0553574574,10
11676,0553574663,8
11676,0553576798,10
11676,0553576801,3
11676,0553579754,8
11676,0553582127,7
11676,0553582747,7
11676,0553583441,9
11676,0553802461,7
11676,0553802488,10
11676,0590353403,8
11676,059035342X,10
11676,0609610597,6
11676,0609804138,10
11676,0618002219,10
11676,0618002227,8
11676,0670032379,8
11676,0670805149,7
11676,0670844527,8
11676,0670851086,8
11676,0670880728,5
11676,0670892963,7
11676,0670894605,10
11676,067100042X,5
11676,0671001795,10
11676,0671003364,8
11676,0671003755,1
11676,0671004530,7
11676,0671004549,6
11676,0671004573,10
11676,0671011375,6
11676,067101420X,4
11676,0671014218,10
11676,0671016652,5
11676,0671020293,5
11676,067102423X,8
11676,0671025333,2
11676,0671027573,8
11676,0671028375,10
11676,067103264X,8
11676,0671032992,8
11676,0671034006,8
11676,0671034022,8
11676,0671038184,4
11676,0671041789,5
11676,0671042262,7
11676,0671042572,10
11676,0671042858,10
11676,0671510053,9
11676,0671525743,10
11676,0671525751,10
11676,0671534718,10
11676,0671568175,7
11676,067164257X,3
11676,0671644475,9
11676,0671693816,10
11676,0671705091,5
11676,0671727583,6
11676,0671729446,7
11676,0671729454,10
11676,0671743058,8
11676,0671776800,10
11676,0671789422,9
11676,0671793489,8
11676,0671864173,5
11676,0671867091,9
11676,0671867172,8
11676,0671873199,1
11676,0671880314,7
11676,0671888587,8
11676,0679410325,9
11676,0679426159,9
11676,0679439382,8
11676,0679457526,7
11676,067945960X,6
11676,0679731148,5
11676,0679734775,9
11676,0679735666,9
11676,0679735909,6
11676,0679736379,5
11676,0679742298,10
11676,0679745203,10
11676,0679751521,9
11676,0679751602,6
11676,067976402X,10
11676,0679769781,8
11676,0684801523,5
11676,0684814994,7
11676,0684835959,10
11676,0684841185,7
11676,068484477X,4
11676,0684857820,6
11676,0684865742,8
11676,0684867621,3
11676,0684872153,9
11676,0684874350,7
11676,0688177751,8
11676,0743206029,9
11676,0743206045,8
11676,0743211383,8
11676,0743225406,10
11676,0743237188,6
11676,0743245520,8
11676,0743412028,7
11676,0743418174,8
11676,0743418204,10
11676,074343627X,10
11676,0743437640,3
11676,0743439740,10
11676,0743444477,10
11676,0743460529,7
11676,0743467523,8
11676,0743469801,4
11676,0743474325,8
11676,075820230X,10
11676,0765341972,6
11676,0767900383,8
11676,0767902513,9
11676,0767902521,8
11676,0767905385,10
11676,0786862564,4
11676,0786868716,9
11676,0786881852,6
11676,0786885688,9
11676,0786890436,7
11676,0802130208,3
11676,080410526X,6
11676,080410753X,8
11676,0804108749,6
11676,080411109X,9
11676,0804111359,6
11676,0804114986,8
11676,0804119708,9
11676,0804119716,9
11676,0805036504,8
11676,0805062971,10
11676,0811801802,8
11676,0811811409,10
11676,0811831620,7
11676,0812511816,8
11676,0812550706,9
11676,0823401898,10
11676,0836210263,6
11676,0836217632,8
11676,0836218353,9
11676,0836218515,8
11676,0836218817,7
11676,0836218981,7
11676,0836220730,10
11676,0836220889,9
11676,0836220986,5
11676,0842329129,9
11676,0842329218,10
11676,0842329242,8
11676,0842329250,10
11676,0871136791,8
11676,0877017883,7
11676,0887307876,10
11676,0890876517,8
11676,0894803204,7
11676,0894805770,10
11676,0894808249,3
11676,0918949165,5
11676,0971880107,6
11676,1400031346,9
11676,1400031354,8
11676,155166674X,9
11676,1551667436,7
11676,1551668017,3
11676,1551668378,5
11676,155166951X,7
11676,1558531025,10
11676,1558531564,7
11676,155874262X,7
11676,1558744150,10
11676,1558745157,10
11676,1558745718,8
11676,1558747109,10
